index,Review,Sentiment
270,hi saat ini program nabati meriah sudah berakhir dari tanggal 31 mei 2019 untuk kode unik yang kamu sudah miliki kamu bisa simpan dan pindai scan di periode kedua nabati meriah yuk simak terus social media nabati indonesia untuk berbagai aktivitas seru selanjutnya,positive
271,bagus utk pencernaan,positive
272,aku suka kopi mokka nya ,positive
273,terima kasih morinaga chil kid platinum,positive
274,nikmatt segarrr apa lg klo dicampur es lbh segar rasa strawberry,positive
275,kemana aku pergi aku selalu bawa indomie karna indomie bsnyak rasa dan kreasinya jd susah untuk melepasnya,positive
276,waferny lezat renyah dsukai anak2 ,positive
277,rasanya enak saya tepesona merasakan nabati rasa keju itu dan saya mendapatkan code nabati dari plastik pembungkus nabati rasa keju,positive
278,sensaninya luaaaaar biasa langsung menembus batas pemikiran saya dimanapun perjalanan saya break secangkir kopi kapal api spesial black coffee is my pavorite drink ,positive
279,anakqu suka susu cilkid sejak masuk umur 16 bulan karena asi saya sudah tdk keluar dia suka sekali sm cilkil vanila maupun madu alhamdullah tumbuh kembangya bagus pencernaan bagus ,positive
280,real meat sangat di luar harapan real tetelan jauh dibanding bakmi ,negative
281,mantafffff,positive
282,cerminan hidup itu sesungguhnya pait panas manis juga nikmat senikmat kopi kapal api,positive
283,rasanya enak dan gurih enak buat cemilan,positive
284,hai bunda widy putri mohon maaf atas keterlambatan responnya untuk ketahanan susu setelah dibuat yaitu 2 jam dalam keadaan tertutup rapat dan disimpan di suhu ruang namun jika sudah dikonsumsi atau terkena mulut si kecil sebaiknya segera dihabiskan lihat selengkapnya,positive
285,kapal api ok punya baunya itu lho sedaaaap rasaaany pun nikmat seruput2 mantap dah ah ak kluagaku syuka,positive
286,tango wafer rasa mengejutkan,negative
287,saya sudah mengkonsumsi diabetasol selama 4 tahun namun saya tidak tau cara minum diabetasiol ts harus sendiri kah maksudnya selamam ini saya minum makan diabetasol bersama sama dengan roti dan kuee lainnya mohon info cara makan minum yang benar ,positive
288,orang2 kalo bli mie pasti bilgny indomi ga da yg laen ,positive
289,gamau beli lagi deh pokoknya,positive
290,anak saya minum mp dr baru 0 bln sampe skrg 3 thn anaknya hiper aktif bgt dan daya tahan tubuhnya bagus hadiah dr mp jg banyak bgt dan tiap bln sllu di telp dr mp untuk nanyain perkembangan si kecil,positive
291,suka bgt ma rasa2 nabati ,positive
292,kata secangkir tak akan cukup untuk bercangkir cangkir inspirasi kapal api weww hitamnya melegenda,positive
293,enak dan renyah kerater saya suka nabati,positive
294,nabati memang enak apalagi rasa coklatnya meleleh di mulut ,positive
295,1 kata yg menggambarkan indomie ,positive
296,sangat murah manies isinya banyak ,positive
297,cemilan yang tdk pernah membosankan,positive
298,nabati adalah makanan paling faforite keluarga saya selain enak harganya pun terjangkau,positive
299,thanks for all morinaga platinum love morinaga,positive
300,susu untuk ibu hamil dan menyusui yang memiliki kandungan zat besi asam folat kalsium dan minyak ikan yang dapat mendukung untuk memenuhi nutrisi ibu hamil dan menyusui,positive
301, 2x sehari pagi malam aku minum kopi kapal api yang lain ga dulu deh ,positive
302,kenapa sekarang tidak ada mi goreng sate itu favorit keluarga besar saya kalo mie goreng sate juara,positive
303,kopi nya bikin melek dari jauh juga udah hapal wangi nya kapal api bikin rilexss ,positive
304,memberi informasi yang sangat bermanfaat untuk kita yang sedang promil ataupun yang sedang hamil dan dilanjutkan untuk ibu menyusui terimakasih prenagen world kami menanti informasi selanjutnya ,positive
305,enak tenan kopiku kopi kapal api,positive
306,indomie itu unik apa lagi yang goreng emmm enak tapi indomie yg goreng sambal matah agak keasinan,positive
307,mau tny ank sy pakai morinaga platinum 0 6 usia jln 2 bln kok bab nya wrn hijau ,positive
308,dedek udah besar nie,negative
309,indomie mng tiada duanya ,positive
310,anak saya suka semua rasa rasa coklat keju vanila rasa lainnya karna semuanya berasa di lidah apalagi rasa coklat itu rasa favoritku pokoknya nabati pilihan keluarga deh selain enak harga juga terjangkau love you nabati indonesia ,positive
311,semenjak minum chill mill dede danisa jadi jarang sakit,positive
312,saya sih lbh suka rasa keju dri pda rasa coklat,positive
313,suka sama sgm yg rasa coklat hamil ke 2 minum sgm lg ,positive
314,enaak,negative
315,terima kasih prenagen berkat minum prenagen essensis sebelum menikah 1 bulan setelah menikah saya langsung hamil sekarang prenagen mommy menemani hari2 masa kehamilan saya,positive
316,anak ku asi sbnrny asi banyak namun dkrenakan hrs mengangkat benjolan payudaraku yg twnya wkt hamil 2bln jd pilihannyg sangat berat antara oprasi dan asi buat my boy namun dg prtimbangan yg matang akhirnya usia anakku 3bln dg seleksi sufor yg tramat banyak merk pilihan kami jatuh pd morinaga bmt allhamdulillah cucookkk makasi morinagaaaa,positive
317,mau komplain beberapa saya beli indomie di warung sering saya dapati kemasan indomie yg sempurna misal tidak da bumbu ato bumbu sudah terbuka didlm yg saya liat karena kesalahan pengemasan ato qcny mohon lbh diperhatikan lg ,negative
318,min kok indomie cakalang di jawa tengah ngga ada ya padahal suka banget gimana cara dapetnya ya ,positive
319,rasanya enak banget harganya terjangkau,positive
320,dari ank saya yg pertma dah pke susu ini smpe usia 4 9 thn sekarang adeknya juga pake susu ini dri usia 0 bulan morinaga emng bnyak manfaatnya sipppp deh ,positive
321,nutrisinya lengkap pertama anak saya minum sufor mulai 6bln sampai sekarang udh 3tahun ttp menggunakan s26 anak saya pintar aktif bgt trimakasih s26 ttp jd susu terbaik buat anak2 ,positive
322,i love sgm sukses terus untuk sgm bunda dan sgm eksplor,positive
323,wafer nabati rasa apa ajahhhhh pasti yammyyy ank sya suka wafer nabati ,positive
324,saya dapat kupon undian ada 3 lembar itu bagak mana apakah betul atau tidak tolong infonya,positive
325,nutrisi yang baik untuk pertumbuhan anak,positive
326,ga cocok untuk kesehatan,positive
327,ok susunya murah harganya kualitas terjamin ramah dikantong pula ,positive
328,nabati indonesia salah satu produk makanan terbaik,positive
329,stop iklan sangat mengganggu,negative
330,saya akan kumpulkan tunggu aja,positive
331,kopi kapal api burns your passion refresh your mind,positive
332,suka sekali wafer nabati renyah dilidah ,positive
333,kopi nikmat rasa kopi bintang lima ,positive
334,gak,negative
335,suka banget sama yg tomyum the best ever made after kari ayam ,positive
336,ibu pake yg biasa apa yg gold ,positive
337,anak saya pakai s26 anaknya cerdas aktif,positive
338,mantap kopinya ,positive
339,siang pw mau tanya nih skrg sy lg telat 5 hari setelah tp hasil positif tp pas usg blm kelihatan haid terakhir tgl 25 nopember kira brp usia kandungan saya apa ad kemungkinan hamil anggur dan sejenisnnya terima kasih sebelumnya,positive
340,s26 procal gold nutrisi lengkappas buat buah hati ku yg aku suka dari susu ini kepintaran dan hebat nya si kecil aku memakai nya dari usia 0 bulan sampe dengan sekarang tahap 3 lihat selengkapnya,positive
341,mlm pw mw tanya nih rambut aku rontok nya banyak setelah punya baby apa penyebab nya apa mungkin karna kb apa masalah hormon share dong makasih ,positive
342,gimana sih ini produknya,negative
343,legenda sepanjang masa terima kasih kopi kapal api ,positive
344,karna susu sgm bunda nutrisi yg di berikan sangat baik untuk ibu hamil dan si bayi yg di dalam kandungan si ibu dan saya pun merasakan nya trimakasih sgm ,positive
345,rasanya alhamdulillah disukai si kecil,positive
346,indomie goreng itu lezat kalau rebusnya kurang enak lebih enak indomie goreng mantapp ,positive
347,kalo udah makan indomie engga mau berenti berenti mau lagi mau lagi mau lagi ,negative
348,satu mana cukup berapa lapis ratusan ,negative
349,pkkx bagus buat baby dn salah satu dokter anak ak bneran blng susu 26 procal gold in yg hmpir sm nitrisix sperti asi slmat mncba,positive
350,kok begini sih makanannya,negative
351,ni dia susu yg dikonsumsi henna sejak awal banyak bgt manfaatnya ,positive
352,thanks morinaga dengan nutrisi lengkapnya telah menyertai gizi bayiku ,positive
353,kalau saya rasanya pahit sekali kenapa iya padahal exp 06 okt 21,negative
354,suka banget ma kapal api dr jaman kuliah smp sekarang apa lagi kopi kapal api susu komposisinya pas banget luv banget kapal api,positive
355,kenyal imik2 crimix mixxx pokok mantap ,positive
356,inspirasi pagi buat semangat,positive
357,anakku mulai lahir smp skrg tetap mengkonsumsi morinaga platinum hasilnya anakku tidak mudah sakit dan sangat ceria ,positive
358,dear mam yayuk terima kasih atas saran yang disampaikan ,positive
359,rasanya enak dan penuh nutrisi,positive
360,wafernya renyah wafer rasa keju kesukaanku,positive
361,kok masih saja ada penipuan dibalik bungkus popmie ,negative
362,ini kode unik saya 4 f7ply6w3,positive
363,meskipun bru 2 bulan tp hasilnya bgus dr smenjak lhr smpai hr ini bab nya bgus terus saya ykin krna bgus jg susunya beda soalnya wkt dg ank saya yg pertma wkt itu minum susunya merek lain,positive
364,hai teman ngopi terima kasih telah mempercayakan kapal api sebagai kopi favoritmu ya selamat beraktivitas ,positive
365,hi jadikan selalu nabati wafer sebagai camilan kamu dan favorite kamu ya ,positive
366,bagaimana caranya ikut kuis nya ni kenapa tidak dijelaskan ,positive
367,menurut aku smw merek sgm bunda itu rasanya pas banget buat ibu hamil dan menyusui begitu jg buat sibuah hati nya jg sya suka bgt dgn susu sgm ini buat anak saya yg masih kecil sgm ananda yg 0 6 bln ,positive
368,saya pecandu kopi kapal api lagi sakit pun saya sempet minum karena aromanya membuat saya menjadi lebih tenang lebih enak lagi kopi kapal api diseduh nya dicampur dengan es batu hemmm luar biasa nikmatnya,positive
369,anak generasi platinum sang juaraterimakasih buat morinaga platinumanak ku siboydo sampe sekarang mengkonsumsi susu morinaga karena sudah sampe umur 1 tahun tepatnya tanggal 17 mei 2014 ini boydo jarang sekali sakit itu smua karena susu morinaga yang dilengkapi zat besi sinbio dan kombinasi prebiotik sehingga kekebalan tubuh kuat boydo sangat kreatif dan aktif sekali dalam bermain dan sejak mengkonsumsi susu morinaga menghabiskan 4 x800gram 1bulan so buat morinaga te lihat selengkapnya,positive
370, anak generasi platinum sang juara morinaga platinum kandungan gizi nya komplit untuk membantu tumbuh kembang anak rasa pun sangat di sukai anak2 ,positive
371,masih ini semoga ditingkatkan hadiah hadiah buat para mommy syantik,positive
372,produknya memang yg paling enak mannnntaaaap lah ,positive
373, anak generasi platinum sang juara assalamualaikum saya bru punya 1 anak cow namanya naufal sejak lahir sampe sekarang selalu minum susu morinaga perkembangannya luar biasa umur 11 bln sudah bisa jalan 1 5 tahun sudah bisa bisa ngomong dan sekarang umur 2 tahun 2 bulan sudah hapal lebih dari 15 lagu anak2 dan bisa menghitung 1 10 dalam bahasa indonesia dan bahasa inggris saya sangat bangga memberikan susu berkualitas untuk anak kesayangan saya keren deh buat morinaga se lihat selengkapnya,positive
374,milo enak banget tapi ada kurangnyaa cuma satu bintang aja kok kurangnya ,negative
375,semenjak anak saya pake susu s26 dari usia 6buln sampai skrg usianya 1thn 6bln sumpah aktif cerdas bgt ,positive
376,fitbar good,positive
377,anak jadi aktif dan tidak gampang sakit kalaupun sakit tidak trlalu drop,positive
378,i loveeeeee it ,positive
379,hi terima kasih banyak ya yuk jangan lupa scan kode uniknya dan kumpulkan poin sebanyak banyaknya ya,positive
380,saya sangat merekomendasikan susu s26 karena anak sya sudah mengkonsumsi s26 dri promil smpai tahap 3 procal gold rasa dri susunya sngat di sukai oleh anak sya dan anak sya tumbuh kmbang sehat dan pintar ,positive
381,pagi siang sore ngopi kapal api ,positive
382,harganya masih terjangkau,positive
383,kopi kapal api yang membuat energi ku tambah full untuk aktivitas apa ,positive
384,beneran bisa dapet motor kalo ada mana bukti nya ,negative
385,produk bagus dari kalbe untuk penderita diabet ,positive
386,snack yg enak bernutrisi dan mengenyangkan yaitu fitbar bisa di nikmati kapanpun dan di manapun ,positive
387,kopi kapal api rasanya mantap,positive
388,anak saya sangat menyukai nabati ,positive
389,sangat enak buat cemilan keluarga eanak enak,positive
390,minggu lalu saya mampir ke carrefour di pvj bandung dan menanyakan hadiah lock and lock container bila saya membeli 2 dus diabetasol saya menanyakan apakah masih ada persediaan hadiah tersebut saya memberikan nama dan nomor hp saya sungguh mengecewakan sekali spg diabetasol baru memberi jawaban satu minggu setelah enquiry saya dan jawabannya sudah habis so pasti habis karena promo tersebut selesai tgl 15 sep jawaban lewat sms baru datang tgl 19 sep sedangkan saya tanya lihat selengkapnya,negative
391,meskipun musim dnggin kayak gini akan terasa hangat didampinggi secngkr kopi nabati rasanyaaa huuuw meriah angeet ,positive
392,kopi kapal api selalu menemani hari hari ku dan keluarga rasanya nikmat dan pas favorit keluarga kami adalah kopi kapal api grande white ,positive
393,pw ank sy 5bln sdh smggu ini blm bab ank sy msh mnum asi gak rwel gerak aktf dan srg kntut bgmn pw trmksh ats pnjelasannya ,negative
394,anak saya sejak lahir udah konsumsi morinaga platinum pertumbuhannya dahsyat luar biasa pencernaannya juga gak masalah ,positive
395,cemilan enak tanpa takut lemak,positive
396,saya adalah penggemar kopi kapal api kopi hitamnya enak dan seger suka sama asap kopinya juga kopi bagi saya adalah seperti pemberi mood baik ketika hati sedang gundah atau banyak pikiran saya minum kopi kopi faforit saya adalah kopi hitam kopi hitam faforit saya adalah kapal api hampir setiap hari saat menjelang sore minum kopi kapal api kopi kapal api gak hanya enak secara fisik tapi juga enak secara jiwa ,positive
397,be smart generation,negative
398,alhamdulillah dari ank ke 2 sampai skg sy hamil anak ke 3 konsumsi susu sgm bunda anak sy yg ke 1 ke 2 sehat tumbuh kembang baik debay yg sy kandung jg alhmdullah sehat aktf dan kembangan janin pun bagus kata doker ,positive
399,bun anak saya pake susu sgm yg rasa vanila 1 3 cocok cumn sekarang jarang2 ada kemasan lama anak saya coba pakr yg kemasan baru gax cocok pup ya agk encer terus pup terus,negative
400,mantap kopinya lebih mantap lg kalo dapet hadiahnya hehehe ,positive
401,setelah didiagnosis nenek menderita diabetes kami beralih mengkonsumsi gula diabetasol dan susu diabetasol vanilla untuk nenek ,positive
402, sorry ootbuat yang suka main game nih gan download game android pocs pocong gratis karya anak bangsa ketik di play store pocs pocongatau klik bit ly pocspocong hilangkan tanda seru susah ngeselin size cuma 48mb gan ,negative
403,susu yang sangat di sukai anak ku,positive
404,ekonomis enak banyak varian rasa ,positive
405,anak ku minum susu ini sejak 1 thn sampai lanjut sekarang usia 3 th 4 bln bagus tulang kuat,positive
406,ok sip mantab pokonye top,positive
407,nabati nya enak banget yang saya paling suka itu yang rasa coklat nabati ini makanan cemilan aku,positive
